;school;Y;X;M;Z1;Z2;Z3
78;4;51.10031365;1.908242891;52.02179775;-1.725313059;0;-0.391781507
79;4;45.08281767;1.531595121;51.2112684;1.222905809;0;0.123847822
80;4;50.69304081;3.257408644;52.76888435;2.19604004;0;2.066300288
81;5;45.19076565;2.317014058;50.1751499;-0.368523323;0;-1.95313306
82;5;52.16160001;3.540917173;49.39728173;0.925910686;1;-0.203843007
83;5;45.10429048;1.912773527;47.19077185;-0.489477777;1;1.017489337
84;5;50.34383341;2.770609598;49.69755319;0.207552354;1;0.515939605
85;5;44.40467001;3.193401522;51.33562861;0.398127798;0;1.479596039
86;5;44.75540994;1.359107366;51.4105184;1.15603751;1;1.068379922
87;5;44.58077708;2.595891552;53.13587275;1.242131192;0;0.184336242
88;5;51.80637489;3.560333226;50.06419047;0.165909983;0;0.065006267
89;5;53.36418396;3.248248449;53.58171896;0.715217694;0;0.94538719
90;5;43.76632392;0.549644682;48.10117575;-0.37840432;0;-0.938141069
91;5;44.38911776;2.792624366;51.31625828;0.69548203;0;1.74916436
92;5;49.37073273;1.501732351;52.66611206;0.254603578;1;0.241570817
93;5;49.61532763;3.343106217;53.06410715;0.670041302;1;1.007220689
94;5;51.13620718;3.132978793;51.39048566;-0.664854891;0;-0.025410841
95;5;41.29803116;0.734566094;49.58099795;-0.375250011;1;-0.105994542
96;5;48.06424053;3.409020947;56.70315287;0.752244834;0;1.80178807
97;5;41.22401609;2.408927099;49.58994619;0.99655515;1;-0.202069823
98;5;51.21931731;3.528259007;51.7635756;-0.360303668;0;-0.315860698
99;5;52.38218821;1.561497839;54.20250415;-0.670060006;0;0.865954443
100;5;50.51947632;3.527927417;52.8549327;0.478492761;0;0.522514545
101;6;44.63140533;1.532688562;49.83674749;-0.588681209;0;-1.842909716
102;6;44.5821638;0.922744581;49.44669802;-1.045247177;1;0.764500366
103;6;50.45606342;2.887514134;50.73752406;0.555341399;0;-0.346612127
104;6;46.80829933;3.539037888;50.72731577;1.065521846;0;0.390022879
105;6;44.44994128;2.559674811;51.80973485;1.287649546;1;-0.527986902
106;6;43.47949622;2.735091443;52.92880407;0.583475101;0;-0.283366113
107;6;46.49204128;2.004382664;48.31866529;1.264131324;0;-0.140037122
108;6;44.29824113;1.098978872;47.2412937;0.488415112;1;-1.102021061
109;6;51.43121743;3.970464988;53.49519239;2.296549895;0;0.910066066
110;6;45.97663092;1.593763719;51.06950877;-1.813158317;0;-2.406212703
111;6;44.08115832;1.975886603;52.39754542;0.002189461;0;0.520045758
112;6;43.12183071;1.928387949;52.77124679;0.475364335;1;0.433331936
113;6;38.36085058;1.27097162;47.06627717;-0.777742496;0;-0.994635894
114;6;47.30514907;2.432951957;52.29705834;0.205377675;0;-0.755751516
115;6;46.63663941;3.131132825;52.33752955;1.022544742;0;-0.2394196
116;6;41.26753519;1.29616577;52.10456513;-1.01007681;0;0.814938454
117;6;44.98928662;3.389860285;53.4365804;-0.751933509;1;2.289044657
118;6;44.82415216;1.117312242;52.29939636;0.144192432;1;-0.336084967
119;6;49.26206382;3.976734515;52.92377664;0.880558229;0;0.234531668
120;6;46.48907663;5.173857912;49.60854148;0.431361275;0;-0.418255353
121;7;49.16741952;0;53.54804355;-0.69094642;0;-0.075819482
122;7;39.46520399;2.998765167;48.60121799;0.55934076;0;0.159533036
123;7;42.9267457;2.101805789;53.3570197;-0.563790521;1;-0.828229641
124;7;39.58437226;1.00035379;48.04830469;-2.742317513;0;0.168158241
125;7;46.0537739;2.239447309;48.93060993;0.642682646;1;-0.204565986
126;7;41.99945388;1.410246159;46.2438013;0.399226782;1;-1.032755551
127;7;46.46026271;1.845266074;51.60352714;0.698712994;0;-0.243284756
128;7;47.34648311;1.815158598;51.81935441;0.522457074;0;1.686363714
129;7;44.92626228;0.451830475;53.76022348;-0.596522934;1;-0.598733561
130;7;42.6571607;3.307358243;51.25349726;1.079619106;1;0.255261944
131;7;44.98053309;2.509056636;51.80647159;-0.652068186;0;0.034226181
132;7;47.24719052;3.705630228;53.20534691;1.495477965;0;0.329667635
133;7;42.25163586;2.348562592;47.8345283;0.134398185;0;-0.004355571
134;7;45.05242266;1.236801024;49.32339367;-0.073516411;0;-0.193175271
135;7;50.12632364;2.213561318;48.87692715;0.026274529;1;1.544057264
136;7;44.93657022;1.453518112;49.56718132;0.239320954;1;0.690258334
137;7;47.66877854;3.945807809;53.64041174;-0.084630959;0;0.920269285
138;7;45.03608821;2.412029861;49.96650857;0.459021086;1;-0.801417065
139;7;49.23329272;3.120357185;50.46775056;-0.255890997;1;1.378038442
140;7;43.6938052;2.128403204;55.03137145;0.615952023;1;-0.263396428
141;8;43.1419386;3.374801513;50.04642126;1.34711843;0;0.705815313
142;8;42.54824095;2.207449211;45.15685753;0.675828683;0;-0.03316748
143;8;49.12371502;2.54280551;53.10477784;-0.219714821;0;0.171139632
144;8;41.55666968;2.635889727;50.26914318;-0.372852244;1;0.964611899
145;8;52.34198211;1.852446008;49.18592901;-0.031989934;0;-0.818413659
146;8;47.9491221;1.014888917;48.86901347;0.08728036;0;1.304446619
147;8;43.17808286;1.983360506;51.87049197;-0.063555352;0;-0.152385908
148;8;45.09551925;0.62598894;49.94814295;-0.515650666;1;-0.81098641
149;8;49.98108243;1.80391761;53.91689578;0.078077272;0;0.613851221
150;8;44.83985125;0.943639005;50.75877147;-0.916689198;1;-0.428076981
151;8;49.91274364;1.368603336;52.9091478;0.217458768;0;-0.420027503
152;8;50.782295;2.223383006;56.44425063;1.0916895;1;-0.865491382
153;8;53.87982879;3.609618294;56.18169559;1.364985001;0;0.733015199
154;8;46.67473397;2.7151675;50.4892925;1.134184207;1;2.302851092
155;8;45.1191988;0.879775281;44.40637227;-0.910223353;1;-1.850663105
156;8;44.39448505;2.640953763;49.78357716;1.891661034;1;-0.728803121
157;8;53.60760423;0.781390438;56.2985001;-0.564684395;0;1.170489074
158;8;46.78263114;2.139094761;51.24598456;0.257834548;0;0.425000588
159;8;47.33184921;1.541995808;52.51194817;-1.121955247;0;-1.794268879
160;8;41.24661035;3.421966817;47.40718291;0.153117309;0;0.256528614
161;9;48.19652187;2.81596049;48.55590222;1.729137693;0;0.12026259
162;9;45.09381845;1.224095803;50.98272266;0.172390241;1;0.805371
163;9;43.79914455;0.90929839;48.63189106;1.0259632;1;-0.136244222
164;9;46.28445071;0.808617284;50.00475283;-0.277718226;1;1.376597416
165;9;39.06504519;1.57861326;47.31960127;0.272060816;0;-0.122550657
166;9;43.29995952;0.523903823;49.82186471;-1.574149453;1;-1.018770835
167;9;43.97466077;0.819666808;51.56961109;0.147914575;0;0.196496315
168;9;49.55596844;0.985262173;54.6513129;-0.161100411;0;0.046179437
169;9;37.87294539;1.444903204;47.52939898;0.552408792;0;-0.071363539
170;9;38.43932209;0.432803988;45.92354184;-1.150873261;1;-0.848432783
171;9;48.46981904;1.308181428;50.60068519;-0.238727252;1;0.303436824
172;9;44.26422525;0.887427239;48.84007712;-0.343536663;1;0.552219071
173;9;43.13596559;1.118031802;52.31733997;0.529464779;0;0.149952429
174;9;41.38843156;0.190934024;48.99259321;-0.756175083;1;-0.133989955
175;9;45.62761661;0;47.73992371;-2.54076758;0;-2.012052004
176;9;48.56434725;0;55.38392026;0.608408331;0;0.133489717
177;9;39.67277403;0.301147663;44.00228107;-0.454738084;1;-2.656993933
178;9;38.08433694;0.527098112;47.02279025;0.728766289;1;0.067901063
179;9;47.42246853;2.720503127;51.73078082;0.539880015;1;0.601874111
180;9;46.2192627;2.50050284;49.14286944;0.925007744;0;1.480391273
181;10;45.72725191;2.181830813;52.69058193;0.894850508;1;1.682874841
182;10;48.7750737;0;52.15104038;-0.179628775;1;0.392429477
183;10;45.18266903;1.237243258;50.34590214;-1.34208556;1;-0.919908031
184;10;46.1634445;1.461808081;54.33582086;-0.814892493;1;0.928308145
185;10;51.86151704;2.008835299;52.39905157;0.571543899;0;1.099382536
186;10;44.85965984;0.628431958;48.36693646;0.030438348;1;0.563094645
187;10;40.52051147;0.558526369;44.64147043;-0.620340831;0;-0.264820225
188;10;44.17052519;1.278782189;52.60683954;-1.588228384;1;0.562153673
189;10;47.58058295;1.362642251;50.97292609;-0.935439291;1;0.553132895
190;10;50.78926214;1.450631876;53.74910104;-0.118711762;1;-0.803833195
191;10;44.9992587;2.393136155;50.71393967;0.664979271;0;0.736478443
192;10;55.7978793;1.38596537;56.00034105;0.239768822;1;2.524548706
193;10;49.45775994;2.059601804;54.34187626;1.363805973;0;0.237063363
194;10;40.7238286;1.800819084;43.30474226;0.223536742;1;-0.399193188
195;10;44.32470911;1.057545304;52.3113001;0.610405116;0;0.721733594
196;10;45.10562491;0.730359891;46.83922942;-0.391805545;1;1.115226258
197;10;42.50436592;0.360022773;50.70191549;-0.779000794;1;-1.378120463
198;10;42.77921513;1.840228526;51.5789362;0.063938061;1;1.488326584
199;10;44.4091047;1.27927943;49.0227403;1.097153485;0;0.409284037
200;10;44.42180178;2.754637448;49.58980042;2.533193262;1;0.75580599
201;11;44.2717465;2.218854958;51.18734613;-0.689872146;1;0.807591084
202;11;49.42859974;0;50.26597703;0.803678854;1;-0.097005299
203;11;50.64581579;1.179561203;53.15638713;1.657787737;0;1.669680898
204;11;43.80852448;0.92429396;48.12493145;-0.417043265;0;0.544879126
205;11;46.91991518;2.387603494;49.35464997;0.338047275;1;1.433541959
206;11;53.32352766;1.518921225;53.50959369;0.705126786;1;0.166598509
207;11;48.21066201;0.649473111;49.62556246;1.312518207;1;0.257179119
208;11;49.40401014;0.499889482;49.44969764;-1.229039591;0;-1.519878169
209;11;46.19733703;0.536787857;51.92383308;-1.274196377;0;-1.389162613
210;11;43.25449799;0.471044018;48.40350787;0.13653215;1;-0.01645142
211;11;44.61917974;0.165307724;49.0252726;0.711202844;1;-0.904929978
212;11;48.16082037;2.146439286;52.0861244;-0.632376349;0;0.586080604
213;11;44.35245672;0.186624105;46.71459716;-0.317910263;1;-1.725099144
214;11;46.73872261;2.966996987;51.23782747;1.067501662;0;1.362646357
215;11;45.42014205;1.710018015;48.66143971;1.592255165;1;-0.477019642
216;11;50.4822715;1.152637514;53.18864202;0.449359099;0;-0.305681367
217;11;43.96725448;1.391802635;50.82043322;-0.108154437;0;-1.043250838
218;11;41.18784791;1.3362758;50.76124124;0.715474251;0;0.314164677
219;11;44.3594716;0.138549558;48.47458004;0.17983467;1;0.699738053
220;11;50.85199416;2.798619839;55.09983015;1.318583686;0;0.904457421
221;12;45.96722793;4.472037784;53.6401565;0.38964473;0;0.620695607
222;12;42.24241237;0;50.17515771;-1.335166969;1;0.287089253
223;12;47.88941113;0.384023827;52.50444419;-1.609583586;0;-1.012008409
224;12;42.7680959;0.14233452;51.05150919;-0.869807423;1;-0.344688979
225;12;50.48485751;4.724155362;55.45529977;2.93053462;1;3.42835005
226;12;43.12818224;2.833843568;52.55854247;-0.42158021;1;0.327566491
227;12;45.77145146;3.883804094;54.47518086;-0.039829721;0;0.834235103
228;12;46.80803664;2.456764372;49.22944534;0.038126688;0;-0.382424073
229;12;48.47536369;1.919804385;51.82907665;1.042560512;0;-1.104528979
230;12;41.76863476;1.42441757;48.17054474;-0.641327605;1;-1.299108762
231;12;46.15902819;1.190574321;48.4966156;-1.068465636;1;1.811943563
232;12;49.59508683;2.075129271;51.66541211;0.199851358;1;0.349629834
233;12;47.82044347;4.698267753;51.58641586;0.388162082;0;-0.867979757
234;12;41.83198928;2.079396747;50.21619344;-0.679450653;1;-0.619996057
235;12;42.86349599;3.687010415;53.30434341;2.657170778;0;0.587656244
236;12;50.80155477;3.845129598;52.03728918;-0.163250527;1;1.704246205
237;12;41.29343682;2.257532524;50.42694751;-1.024363986;1;-0.091588641
238;12;47.18252074;2.794090179;52.99192754;0.685924216;0;0.502280161
239;12;41.10890454;0.515301104;51.38606889;-1.952814496;1;-0.730584861
240;12;46.61906875;2.437260316;51.1342;-0.36462602;1;0.189994721
241;13;41.85762309;1.719556358;49.50149159;0.083701649;0;0.662730227
242;13;48.06510401;2.095954311;52.03832093;-0.624971413;0;-0.078166964
243;13;45.54866391;2.376972648;54.11294952;1.338424527;1;0.28986575
244;13;44.65252194;0.771082012;51.20074649;-0.47823766;1;0.041584557
245;13;47.66916652;2.030201024;48.44113777;1.131238906;0;0.395871198
246;13;49.45965382;2.003175041;51.4646685;-1.515022828;1;-1.349744618
247;13;48.49230144;2.450074613;54.52309071;1.370301782;0;0.013690905
248;13;51.11160077;0.858099053;55.04777923;-2.075154526;1;-1.350016922
249;13;38.84841035;2.869435657;45.93367224;0.008654704;0;-0.822505289
250;13;42.64322464;2.982780897;47.76958615;0.442947119;0;-1.430740437
251;13;50.2885869;1.861960856;50.16625433;-0.653474039;0;1.503990781
252;13;47.83665431;0.071133722;54.0285207;-1.590859009;0;-0.085626118
253;13;46.77969613;3.769057985;53.84209556;0.32743895;1;0.939901123
254;13;51.29111388;3.275931841;51.1499014;0.035218107;0;0.704466727
255;13;46.58845947;3.465447197;48.78810519;0.724555202;0;-0.533162617
256;13;48.34845989;3.874019808;48.80937435;1.513074989;1;0.360585441
257;13;38.4251446;1.206880015;44.56318919;-1.150593955;0;-1.551218107
258;13;49.54630953;2.395658606;49.79207387;0.478888982;0;-1.58018878
259;13;43.37153346;2.172147442;51.43673992;-1.145498575;0;-0.307649679
260;13;46.45069554;4.499710996;54.33601716;1.29657907;1;0.690371426
261;14;45.5840858;3.5690643;49.91936413;-0.408941739;0;0.336810023
262;14;47.39766945;4.461724942;54.75998581;0.796493381;0;1.30500724
263;14;45.40308073;0.721019365;51.26010679;0.722923227;0;-2.006807644
264;14;51.09160392;0.619059149;49.11185351;-0.757971094;0;-0.311709124
265;14;45.73522519;2.177285729;58.3316934;-2.039909658;0;-1.588954767
266;14;42.74245588;1.185747431;53.27439009;-0.508886377;0;-0.2570682
267;14;47.90148322;1.843055184;49.90243338;0.729137365;1;1.436492232
268;14;51.3311248;3.372865737;53.1683864;0.815265958;0;0.022402039
269;14;53.10344885;3.801528716;55.63732031;1.174675537;0;0.535403025
270;14;46.21509501;1.862123378;50.74828546;-1.102577207;1;-0.637037232
271;14;45.03140555;1.337101708;47.10341738;-0.245348477;1;-1.232108123
272;14;47.89681279;2.512767481;50.89187165;0.549978875;0;-0.52296581
273;14;40.57236438;2.665102511;48.81440777;-0.749336752;0;-1.695179524
274;14;43.32002975;0.935370378;49.55087009;-0.652113964;1;-1.855743602
275;14;51.05542319;1.832204231;54.43243524;0.441817133;0;0.092326663
276;14;42.7760166;1.878752398;52.32642324;-0.529122349;1;1.016860899
277;14;48.21967639;1.75389792;50.1284653;0.171337772;0;-0.397482442
278;14;41.20687673;0;50.36663467;0.116515057;0;-0.577295604
279;14;46.70698722;3.119047631;54.15760898;0.590536814;0;-0.168897705
280;14;42.55266106;2.17726181;48.1622051;-0.710852938;0;0.746623146
281;15;52.98401294;1.401536524;52.2310504;1.744102338;1;0.453094518
282;15;37.67109985;0;49.0249922;-0.424725528;0;0.516851958
283;15;47.32249837;0.413253783;52.6127045;-0.412485227;0;2.31551945
284;15;51.19042353;1.583758945;54.64135467;-0.149245055;0;0.966699779
285;15;44.37173229;0.584700351;49.41544383;0.049048335;0;0.078842356
286;15;47.65801325;1.546522745;51.47685237;-0.129923944;0;1.359642934
287;15;52.11529562;1.77662074;49.56639572;-0.208862057;1;-0.343370127
288;15;48.54069973;0.587842295;48.69641392;-0.462896564;0;0.34817035
289;15;51.25001921;1.893223904;49.20262569;2.325430633;0;-0.002455939
290;15;47.32745903;0;47.00443077;-0.842428591;1;-1.347722446
291;15;53.19390746;1.177304659;52.19090211;0.173924212;1;-0.275251808
292;15;51.67471732;0.792190979;49.93623559;-0.244684386;0;-1.344327241
293;15;43.44218241;0.913780284;53.52337843;0.264456734;0;1.251888885
294;15;47.82233754;0;48.60799367;0.030958489;1;-0.692670456
295;15;48.01837327;2.338837116;51.15823167;1.527731249;0;2.698634169
296;15;44.66616795;1.792813254;53.4129648;0.390435663;0;1.452463113
297;15;38.60838995;0.27022788;49.65963362;-1.614944538;1;1.530750884
298;15;41.73000495;0.825958451;52.04431706;0.821067389;0;-1.751137997
299;15;43.55229322;0;51.61096944;-0.132369985;0;-0.432294388
300;15;46.14232178;0.617323113;50.18076196;1.206132411;1;1.00531518
301;16;45.77888907;0.892582954;49.59027883;0.01433765;0;0.036738886
302;16;47.05656345;1.316553581;52.90161889;0.743465774;1;-2.24423859
303;16;45.81483799;2.740837984;53.42767943;0.893713502;1;0.924231297
304;16;46.24991295;0.444419492;48.22231481;-1.143852001;1;-1.369136485
305;16;47.72564271;1.26534118;52.33316283;1.418372831;1;0.824717221
306;16;48.43858215;2.759907289;51.26017304;0.551935659;0;2.219226058
307;16;44.33772615;0;48.77302995;-0.414305421;0;0.430121543
308;16;46.00792388;1.180664318;55.47622316;-0.159778978;0;-1.260105467
309;16;50.46552493;1.561600556;52.95431515;-1.351135125;1;0.072647103
310;16;40.42791867;2.166113167;48.37899119;-0.183078487;0;-0.700486874
311;16;48.46097728;3.778800016;47.64664349;2.000434492;1;1.52319007
312;16;52.05804588;4.054014604;54.4707549;0.788404275;0;1.235279086
313;16;47.36582887;1.570459612;52.43681136;0.189903713;1;-0.303412176
314;16;50.12419008;2.770751949;52.25528095;-0.829426336;0;1.994760081
315;16;49.54188326;2.097619964;51.86598262;0.957955168;1;0.711488834
316;16;44.71342197;0.052102878;47.84680115;-2.060186773;1;0.112095544
317;16;45.3012364;1.402404371;53.70506771;0.246210208;1;1.024046814
318;16;45.28347083;2.065869725;50.31194246;-0.104772119;1;1.927961459
319;16;44.24779558;2.941642769;47.9262674;0.322336107;0;1.323413914
320;16;49.10789967;1.617500703;53.30765562;0.704924866;1;0.545518696
321;17;42.15582493;2.562816794;49.8902665;1.397902017;1;0.86789824
322;17;46.17873809;0.423983305;48.72626706;0.076640796;1;-0.099426735
323;17;46.73749046;4.614601058;53.24136195;0.820239665;0;1.630854409
324;17;47.24299103;3.437921798;50.60513186;0.732567454;0;0.331700586
325;17;52.45440047;1.165326451;53.68896077;0.739526584;1;0.157977154
326;17;44.83946833;1.570871546;50.87736128;0.076543309;0;0.178306183
327;17;44.1705948;0;47.82756484;-1.080163519;0;-1.123628313
328;17;48.14771834;0;53.70170425;-0.80443228;1;0.512588563
329;17;39.74767665;0.405873739;47.5203999;-1.559608742;0;-0.522338636
330;17;49.16101801;2.856572315;56.35808343;0.610519822;0;-1.117354274
331;17;44.64253536;0.799217688;50.31221956;-1.717372921;1;-0.168255426
332;17;49.86830115;2.102619151;54.90358757;1.575180777;0;1.222988009
333;17;46.06045213;0.857811394;48.78502325;-0.101878428;1;-0.89757786
334;17;38.47856146;0.223802774;45.76124695;-0.432578108;0;-0.184039778
335;17;54.06767472;0.890221948;54.11547447;0.852833397;0;-1.077000307
336;17;42.38236205;2.13697653;49.82000154;-0.292771007;0;-0.850434222
337;17;37.14341183;3.188105893;50.95791325;1.459604658;0;1.358991655
338;17;47.85499852;0.175531571;52.78689216;-1.384445241;0;-1.618180912
339;17;42.09915787;3.342322963;52.59167166;0.805431056;0;0.435276223
340;17;50.55773212;1.48714365;51.40113413;1.415626678;0;1.516945824
341;18;46.31912682;3.707367271;49.14173155;2.098684068;0;0.455250442
342;18;47.66551961;3.092485195;53.7694715;1.444874782;1;0.184481574
343;18;49.2831832;2.581477898;55.57002715;0.980796976;0;-0.632277339
344;18;46.51934985;1.516850883;51.13546665;-0.916227118;0;0.209105819
345;18;46.02202423;1.901970721;51.05733289;0.991682224;0;-0.592938105
346;18;47.83319972;2.919141519;54.17251346;0.988164256;0;0.21461957
347;18;40.21483315;0.823765579;47.78371425;-1.629608761;1;-0.214400341
348;18;48.52056138;2.54143293;53.17217361;-0.893655674;1;-0.642982375
349;18;45.00828243;1.616791973;50.21745682;-0.591253554;1;-0.562162325
350;18;41.68019622;4.142151766;47.98636028;-0.013148119;0;1.28450114
351;18;41.30754885;1.880232088;47.24341304;-0.6157149;0;1.33702597
352;18;43.71864909;2.662408888;48.1531674;1.562094327;0;2.892391969
353;18;53.76025395;0.680399217;54.68497754;-0.214986252;1;-0.505968515
354;18;42.26644469;1.761950396;49.71693282;-0.445026752;1;0.544798846
355;18;43.35040667;0.685223509;46.75078409;0.559883232;0;0.720885856
356;18;44.09549099;3.045220845;49.92495079;-0.400321041;1;-0.78709807
357;18;44.13712351;1.528362436;52.52497656;-1.224993774;0;-0.772925539
358;18;49.42556801;2.848130705;51.91412514;-0.523080583;0;0.023665077
359;18;46.35284609;0.802718344;52.36260384;0.188607003;0;-0.343671796
360;18;45.589278;3.00833258;52.15451261;-0.409420528;0;0.233575178
361;19;43.18115579;0.891301061;54.09630999;-1.127334753;1;-0.996868153
362;19;44.7435832;1.933265822;53.81022627;0.892484286;0;2.828875561
363;19;52.43974755;0.487363033;49.18531938;-0.85654525;1;-1.477968938
364;19;46.09452534;0;47.82223259;-2.265424814;0;0.110137259
365;19;50.46417977;2.166777015;53.37099099;0.766372057;0;0.146535228
366;19;44.33783734;1.159603922;50.0805738;0.962877319;0;1.329503299
367;19;44.75843783;0;51.01711188;0.469297582;0;2.204711099
368;19;47.7403829;1.427753882;52.30504381;0.737285164;1;1.508342802
369;19;44.03309078;1.026550967;51.65342024;-1.209526305;1;-0.974209271
370;19;43.83875643;0.520362956;48.77015248;1.231077951;0;0.540231475
371;19;44.3917246;1.105814241;52.0685403;0.653684536;1;-0.529680655
372;19;47.00231394;1.444633729;53.77980512;0.635410422;1;-1.196936419
373;19;52.79294391;2.294993415;51.27252355;0.537717299;0;2.20160021
374;19;48.94873019;0.768456651;52.48607621;1.180191319;1;0.792872422
375;19;45.13422759;0;51.27060632;-1.571285542;1;-0.182070745
376;19;46.39278349;0.753386323;49.25167765;-0.043193286;0;-0.539648233
377;19;50.99819619;2.475320968;53.29360582;0.136976569;0;0.388263031
378;19;50.42216282;2.08681394;49.97186026;1.297324833;1;0.358897008
379;19;40.48874165;1.610897313;50.8263337;1.850766191;0;-0.733222819
380;19;43.23367307;0.925537633;47.69659143;-0.586205223;0;-1.030397081
